name	description	function	returns	argument	type	details 
ee.Filter.contains	Creates a unary or binary filter that passes if the left geometry contains the right geometry (empty geometries are not contained in anything).	ee.Filter.contains(leftField, rightValue, rightField, leftValue, maxError)	Filter	leftField|rightValue|rightField|leftValue|maxError	String, default: null|Object, default: null|String, default: null|Object, default: null|ErrorMargin, optional	
ee.Filter.date	Filter a collection by date range. The start and end may be Dates, numbers	ee.Filter.date(start, end)	Filter	start|end	Date|Number|String|Date|Number|String, optional	
ee.Filter.dateRangeContains	Creates a unary or binary filter that passes if the left operand, a date range, contains the right operand, a date.	ee.Filter.dateRangeContains(leftField, rightValue, rightField, leftValue)	Filter	leftField|rightValue|rightField|leftValue	String, default: null|Object, default: null|String, default: null|Object, default: null	
ee.Filter.dayOfYear	Returns a filter that passes if the object's timestamp falls within the given day-of-year range.	ee.Filter.dayOfYear(start, end)	Filter	start|end	Integer|Integer	
ee.Filter.disjoint	Creates a unary or binary filter that passes unless the left geometry intersects the right geometry.	ee.Filter.disjoint(leftField, rightValue, rightField, leftValue, maxError)	Filter	leftField|rightValue|rightField|leftValue|maxError	String, default: null|Object, default: null|String, default: null|Object, default: null|ErrorMargin, optional	
ee.Filter.eq	Filter to metadata equal to the given value.	ee.Filter.eq(name, value)	Filter	name|value	String|Object	
ee.Filter.equals	Creates a unary or binary filter that passes if the two operands are equals.	ee.Filter.equals(leftField, rightValue, rightField, leftValue)	Filter	leftField|rightValue|rightField|leftValue	String, default: null|Object, default: null|String, default: null|Object, default: null	
ee.Filter.evaluate	Asynchronously retrieves the value of this object from the server and passes it to the provided callback function.	Filter.evaluate(callback)		computedobject|callback	ComputedObject|Function	
ee.Filter.expression	Constructs a filter tree from a string.	ee.Filter.expression(expression)	Filter	expression	String	
ee.Filter.getInfo	Retrieves the value of this object from the server.	Filter.getInfo(callback)	Object	computedobject|callback	ComputedObject|Function, optional	
ee.Filter.greaterThan	Creates a unary or binary filter that passes if the left operand is greater than the right operand.	ee.Filter.greaterThan(leftField, rightValue, rightField, leftValue)	Filter	leftField|rightValue|rightField|leftValue	String, default: null|Object, default: null|String, default: null|Object, default: null	
ee.Filter.greaterThanOrEquals	Creates a unary or binary filter that passes unless the left operand is less than the right operand.	ee.Filter.greaterThanOrEquals(leftField, rightValue, rightField, leftValue)	Filter	leftField|rightValue|rightField|leftValue	String, default: null|Object, default: null|String, default: null|Object, default: null	
ee.Filter.gt	Filter on metadata greater than the given value.	ee.Filter.gt(name, value)	Filter	name|value	String|Object	
ee.Filter.gte	Filter on metadata greater than or equal to the given value.	ee.Filter.gte(name, value)	Filter	name|value	String|Object	
ee.Filter.hasType	Creates a unary or binary filter that passes if the left operand has the type, or is a subtype of the type named in the right operand.	ee.Filter.hasType(leftField, rightValue, rightField, leftValue)	Filter	leftField|rightValue|rightField|leftValue	String, default: null|Object, default: null|String, default: null|Object, default: null	
ee.Filter.inList	Filter on metadata contained in a list.	ee.Filter.inList(leftField, rightValue, rightField, leftValue)	Filter	leftField|rightValue|rightField|leftValue	String, optional|List, optional|String, optional|List, optional	
ee.Filter.intersects	Creates a unary or binary filter that passes if the left geometry intersects the right geometry.	ee.Filter.intersects(leftField, rightValue, rightField, leftValue, maxError)	Filter	leftField|rightValue|rightField|leftValue|maxError	String, default: null|Object, default: null|String, default: null|Object, default: null|ErrorMargin, optional	
ee.Filter.isContained	Creates a unary or binary filter that passes if the right geometry contains the left geometry (empty geometries are not contained in anything).	ee.Filter.isContained(leftField, rightValue, rightField, leftValue, maxError)	Filter	leftField|rightValue|rightField|leftValue|maxError	String, default: null|Object, default: null|String, default: null|Object, default: null|ErrorMargin, optional	
ee.Filter.lessThan	Creates a unary or binary filter that passes if the left operand is less than the right operand.	ee.Filter.lessThan(leftField, rightValue, rightField, leftValue)	Filter	leftField|rightValue|rightField|leftValue	String, default: null|Object, default: null|String, default: null|Object, default: null	
ee.Filter.lessThanOrEquals	Creates a unary or binary filter that passes unless the left operand is greater than the right operand.	ee.Filter.lessThanOrEquals(leftField, rightValue, rightField, leftValue)	Filter	leftField|rightValue|rightField|leftValue	String, default: null|Object, default: null|String, default: null|Object, default: null	
ee.Filter.listContains	Creates a unary or binary filter that passes if the left operand, a list, contains the right operand.	ee.Filter.listContains(leftField, rightValue, rightField, leftValue)	Filter	leftField|rightValue|rightField|leftValue	String, default: null|Object, default: null|String, default: null|Object, default: null	
ee.Filter.lt	Filter to metadata less than the given value.	ee.Filter.lt(name, value)	Filter	name|value	String|Object	
ee.Filter.lte	Filter on metadata less than or equal to the given value.	ee.Filter.lte(name, value)	Filter	name|value	String|Object	
ee.Filter.maxDifference	Creates a unary or binary filter that passes if the left and right operands, both numbers, are within a given maximum difference. If used as a join condition, this numeric difference is used as a join measure.	ee.Filter.maxDifference(difference, leftField, rightValue, rightField, leftValue)	Filter	difference|leftField|rightValue|rightField|leftValue	Float|String, default: null|Object, default: null|String, default: null|Object, default: null	
ee.Filter.neq	Filter to metadata not equal to the given value.	ee.Filter.neq(name, value)	Filter	name|value	String|Object	
ee.Filter.not	Returns the opposite of the input filter, i.e. the resulting filter will match if and only if the input filter doesn't match.	Filter.not()	Filter	filter	Filter	
ee.Filter.notEquals	Creates a unary or binary filter that passes unless the two operands are equals.	ee.Filter.notEquals(leftField, rightValue, rightField, leftValue)	Filter	leftField|rightValue|rightField|leftValue	String, default: null|Object, default: null|String, default: null|Object, default: null	
ee.Filter.notNull	Returns a filter that passes if all the named properties are not null.	ee.Filter.notNull(properties)	Filter	properties	List	
ee.Filter.or	Combine two or more filters using boolean OR.	ee.Filter.or(var_args)	Filter	var_args	VarArgs	
ee.Filter.rangeContains	Returns a filter that passes if the value of the selected field is in the specified range (inclusive).	ee.Filter.rangeContains(field, minValue, maxValue)	Filter	field|minValue|maxValue	String|Object|Object	
ee.Filter.serialize	Returns the serialized representation of this object.	Filter.serialize(legacy)	String	computedobject|legacy	ComputedObject|Boolean, optional	
ee.Filter.stringContains	Creates a unary or binary filter that passes if the left operand, a string, contains the right operand, also a string.	ee.Filter.stringContains(leftField, rightValue, rightField, leftValue)	Filter	leftField|rightValue|rightField|leftValue	String, default: null|Object, default: null|String, default: null|Object, default: null	
ee.Filter.stringEndsWith	Creates a unary or binary filter that passes if the left operand, a string, ends with the right operand, also a string.	ee.Filter.stringEndsWith(leftField, rightValue, rightField, leftValue)	Filter	leftField|rightValue|rightField|leftValue	String, default: null|Object, default: null|String, default: null|Object, default: null	
